64 64
36 28 0
36 29 2
36 30 0
36 31 0
36 32 0
36 33 0
36 34 0
36 35 0
36 36 0
36 37 0
36 38 0
36 39 0
36 40 0
36 41 0
36 42 1
36 43 1
36 44 0
36 45 2
36 46 0
36 47 0
36 48 0
36 49 0
36 50 0
36 51 0
36 52 0
36 53 0
36 54 0
36 55 0
36 56 0
36 57 0
36 58 0
36 59 2
36 60 0
36 61 0
36 62 2
36 63 1
37 0 0
37 1 1
37 2 0
37 3 0
37 4 0
37 5 0
37 6 0
37 7 2
37 8 1
37 9 0
37 10 0
37 11 0
37 12 0
37 13 2
37 14 0
37 15 0
37 16 0
37 17 0
37 18 0
37 19 0
37 20 0
37 21 0
37 22 0
37 23 0
37 24 0
37 25 0
37 26 1
37 27 2
37 28 0
37 29 1
37 30 1
37 31 0
37 32 1
37 33 0
37 34 0
37 35 0
37 36 0
37 37 0
37 38 0
37 39 1
37 40 0
37 41 0
37 42 0
37 43 0
37 44 0
37 45 0
37 46 0
37 47 0
37 48 0
37 49 0
37 50 0
37 51 0
37 52 0
37 53 0
37 54 0
37 55 0
37 56 0
37 57 1
37 58 0
37 59 0
37 60 0
37 61 4
37 62 0
37 63 0
38 0 0
38 1 0
38 2 1
38 3 0
38 4 0
38 5 0
38 6 0
38 7 0
38 8 0
38 9 1
38 10 0
38 11 0
38 12 0
38 13 0
38 14 1
38 15 0
38 16 0
38 17 0
38 18 0
38 19 0
38 20 2
38 21 0
38 22 2
38 23 0
38 24 3
38 25 0
38 26 0
38 27 0
38 28 0
38 29 1
38 30 2
38 31 0
38 32 1
38 33 0
38 34 1
38 35 0
38 36 0
38 37 3
38 38 0
38 39 0
38 40 0
38 41 0
38 42 0
38 43 0
38 44 0
38 45 0
38 46 0
38 47 0
38 48 0
38 49 1
38 50 0
38 51 0
38 52 0
38 53 1
38 54 0
38 55 0
38 56 0
38 57 0
38 58 0
38 59 0
38 60 0
38 61 4
38 62 0
38 63 0
39 0 0
39 1 0
39 2 0
39 3 0
39 4 0
39 5 0
39 6 0
39 7 0
39 8 0
39 9 0
39 10 0
39 11 0
39 12 0
39 13 0
39 14 0
39 15 0
39 16 0
39 17 0
39 18 0
39 19 0
39 20 0
39 21 0
39 22 0
39 23 4
39 24 2
39 25 1
39 26 0
39 27 1
39 28 2
39 29 0
39 30 0
39 31 0
39 32 1
39 33 0
39 34 1
39 35 0
39 36 0
39 37 0
39 38 0
39 39 0
39 40 0
39 41 0
39 42 0
39 43 0
39 44 0
39 45 2
39 46 1
39 47 0
39 48 0
39 49 0
39 50 1
39 51 0
39 52 2
39 53 0
39 54 0
39 55 1
39 56 0
39 57 0
39 58 0
39 59 0
39 60 0
39 61 0
39 62 0
39 63 0
40 0 0
40 1 4
40 2 0
40 3 0
40 4 0
40 5 2
40 6 1
40 7 0
40 8 0
40 9 2
40 10 0
40 11 0
40 12 1
40 13 0
40 14 2
40 15 0
40 16 0
40 17 0
40 18 0
40 19 1
40 20 0
40 21 1
40 22 0
40 23 0
40 24 0
40 25 0
40 26 2
40 27 0
40 28 0
40 29 0
40 30 0
40 31 2
40 32 0
40 33 0
40 34 0
40 35 2
40 36 0
40 37 0
40 38 0
40 39 0
40 40 0
40 41 0
40 42 0
40 43 0
40 44 0
40 45 4
40 46 0
40 47 2
40 48 0
40 49 0
40 50 1
40 51 0
40 52 4
40 53 0
40 54 0
40 55 2
40 56 4
40 57 1
40 58 0
40 59 0
40 60 0
40 61 1
40 62 0
40 63 0
41 0 0
41 1 0
41 2 1
41 3 0
41 4 0
41 5 0
41 6 0
41 7 1
41 8 0
41 9 0
41 10 0
41 11 0
41 12 1
41 13 2
41 14 2
41 15 0
41 16 0
41 17 0
41 18 1
41 19 0
41 20 2
41 21 0
41 22 2
41 23 0
41 24 0
41 25 0
41 26 0
41 27 0
41 28 0
41 29 0
41 30 2
41 31 0
41 32 0
41 33 0
41 34 0
41 35 1
41 36 0
41 37 0
41 38 0
41 39 3
41 40 0
41 41 1
41 42 1
41 43 0
41 44 0
41 45 0
41 46 0
41 47 0
41 48 0
41 49 0
41 50 0
41 51 0
41 52 0
41 53 4
41 54 1
41 55 0
41 56 0
41 57 1
41 58 0
41 59 4
41 60 0
41 61 2
41 62 0
41 63 0
42 0 0
42 1 0
42 2 1
42 3 0
42 4 0
42 5 0
42 6 0
42 7 0
42 8 0
42 9 0
42 10 0
42 11 1
42 12 0
42 13 0
42 14 0
42 15 0
42 16 0
42 17 0
42 18 0
42 19 0
42 20 0
42 21 0
42 22 2
42 23 0
42 24 1
42 25 0
42 26 0
42 27 0
42 28 0
42 29 1
42 30 2
42 31 2
42 32 0
42 33 0
42 34 0
42 35 1
42 36 1
42 37 3
42 38 0
42 39 0
42 40 0
42 41 0
42 42 0
42 43 1
42 44 0
42 45 0
42 46 0
42 47 0
42 48 0
42 49 1
42 50 0
42 51 0
42 52 0
42 53 0
42 54 0
42 55 0
42 56 0
42 57 0
42 58 0
42 59 0
42 60 0
42 61 0
42 62 1
42 63 0
43 0 0
43 1 2
43 2 0
43 3 0
43 4 2
43 5 0
43 6 0
43 7 0
43 8 2
43 9 0
43 10 0
43 11 2
43 12 2
43 13 0
43 14 0
43 15 0
43 16 0
43 17 2
43 18 0
43 19 0
43 20 2
43 21 3
43 22 0
43 23 0
43 24 0
43 25 0
43 26 1
43 27 0
43 28 0
43 29 0
43 30 0
43 31 0
43 32 0
43 33 0
43 34 0
43 35 0
43 36 0
43 37 0
43 38 0
43 39 0
43 40 0
43 41 0
43 42 0
43 43 0
43 44 0
43 45 2
43 46 0
43 47 0
43 48 0
43 49 0
43 50 1
43 51 0
43 52 2
43 53 4
43 54 0
43 55 0
43 56 0
43 57 0
43 58 4
43 59 0
43 60 1
43 61 0
43 62 0
43 63 0
44 0 1
44 1 0
44 2 0
44 3 0
44 4 0
44 5 0
44 6 2
44 7 0
44 8 0
44 9 0
44 10 2
44 11 0
44 12 0
44 13 1
44 14 0
44 15 0
44 16 2
44 17 0
44 18 0
44 19 2
44 20 2
44 21 3
44 22 0
44 23 0
44 24 0
44 25 0
44 26 3
44 27 0
44 28 0
44 29 0
44 30 0
44 31 0
44 32 0
44 33 0
44 34 0
44 35 0
44 36 0
44 37 2
44 38 0
44 39 0
44 40 2
44 41 0
44 42 0
44 43 0
44 44 0
44 45 0
44 46 0
44 47 0
44 48 2
44 49 0
44 50 0
44 51 1
44 52 0
44 53 0
44 54 0
44 55 0
44 56 2
44 57 0
44 58 0
44 59 0
44 60 0
44 61 0
44 62 0
44 63 0
45 0 0
45 1 2
45 2 0
45 3 0
45 4 0
45 5 0
45 6 0
45 7 0
45 8 1
45 9 0
45 10 1
45 11 1
45 12 0
45 13 1
45 14 3
45 15 2
45 16 0
45 17 1
45 18 0
45 19 3
45 20 0
45 21 1
45 22 0
45 23 0
45 24 0
45 25 0
45 26 0
45 27 0
45 28 0
45 29 1
45 30 0
45 31 2
45 32 0
45 33 0
45 34 0
45 35 0
45 36 0
45 37 0
45 38 0
45 39 0
45 40 0
45 41 0
45 42 1
45 43 0
45 44 0
45 45 0
45 46 2
45 47 2
45 48 0
45 49 0
45 50 0
45 51 2
45 52 0
45 53 2
45 54 2
45 55 0
45 56 0
45 57 0
45 58 2
45 59 4
45 60 0
45 61 0
45 62 3
45 63 1
46 0 0
46 1 0
46 2 2
46 3 1
46 4 3
46 5 0
46 6 0
46 7 1
46 8 2
46 9 0
46 10 0
46 11 0
46 12 0
46 13 4
46 14 0
46 15 0
46 16 0
46 17 1
46 18 0
46 19 0
46 20 0
46 21 0
46 22 0
46 23 0
46 24 0
46 25 0
46 26 0
46 27 0
46 28 1
46 29 2
46 30 0
46 31 0
46 32 0
46 33 0
46 34 0
46 35 0
46 36 0
46 37 2
46 38 0
46 39 0
46 40 0
46 41 2
46 42 0
46 43 0
46 44 0
46 45 0
46 46 0
46 47 0
46 48 2
46 49 0
46 50 0
46 51 2
46 52 0
46 53 0
46 54 0
46 55 0
46 56 0
46 57 0
46 58 0
46 59 4
46 60 2
46 61 1
46 62 0
46 63 0
47 0 0
47 1 4
47 2 0
47 3 0
47 4 4
47 5 0
47 6 0
47 7 0
47 8 0
47 9 1
47 10 2
47 11 0
47 12 0
47 13 0
47 14 0
47 15 2
47 16 0
47 17 0
47 18 0
47 19 3
47 20 0
47 21 0
47 22 0
47 23 0
47 24 0
47 25 2
47 26 0
47 27 0
47 28 0
47 29 0
47 30 2
47 31 1
47 32 0
47 33 0
47 34 0
47 35 0
47 36 0
47 37 2
47 38 0
47 39 0
47 40 0
47 41 2
47 42 3
47 43 0
47 44 0
47 45 0
47 46 2
47 47 0
47 48 0
47 49 0
47 50 1
47 51 2
47 52 1
47 53 0
47 54 0
47 55 0
47 56 0
47 57 0
47 58 0
47 59 0
47 60 0
47 61 0
47 62 0
47 63 0
48 0 0
48 1 0
48 2 0
48 3 1
48 4 0
48 5 1
48 6 0
48 7 2
48 8 0
48 9 0
48 10 0
48 11 0
48 12 0
48 13 0
48 14 1
48 15 0
48 16 0
48 17 0
48 18 0
48 19 0
48 20 0
48 21 0
48 22 0
48 23 0
48 24 0
48 25 0
48 26 4
48 27 1
48 28 0
48 29 1
48 30 2
48 31 0
48 32 0
48 33 0
48 34 0
48 35 1
48 36 0
48 37 0
48 38 0
48 39 0
48 40 0
48 41 1
48 42 0
48 43 0
48 44 0
48 45 2
48 46 1
48 47 1
48 48 0
48 49 0
48 50 1
48 51 0
48 52 0
48 53 0
48 54 1
48 55 2
48 56 0
48 57 1
48 58 0
48 59 0
48 60 0
48 61 0
48 62 0
48 63 1
49 0 0
49 1 1
49 2 1
49 3 0
49 4 0
49 5 0
49 6 0
49 7 0
49 8 0
49 9 4
49 10 0
49 11 0
49 12 0
49 13 1
49 14 0
49 15 0
49 16 0
49 17 0
49 18 0
49 19 4
49 20 0
49 21 0
49 22 0
49 23 0
49 24 0
49 25 0
49 26 0
49 27 3
49 28 0
49 29 0
49 30 2
49 31 0
49 32 0
49 33 0
49 34 0
49 35 1
49 36 0
49 37 0
49 38 0
49 39 0
49 40 0
49 41 4
49 42 2
49 43 0
49 44 4
49 45 0
49 46 0
49 47 2
49 48 0
49 49 0
49 50 0
49 51 1
49 52 0
49 53 1
49 54 0
49 55 0
49 56 0
49 57 0
49 58 0
49 59 0
49 60 0
49 61 0
49 62 0
49 63 2
50 0 2
50 1 0
50 2 0
50 3 0
50 4 0
50 5 0
50 6 0
50 7 0
50 8 0
50 9 4
50 10 2
50 11 4
50 12 0
50 13 0
50 14 0
50 15 0
50 16 1
50 17 0
50 18 1
50 19 4
50 20 0
50 21 0
50 22 0
50 23 0
50 24 0
50 25 0
50 26 0
50 27 0
50 28 0
50 29 1
50 30 0
50 31 0
50 32 0
50 33 0
50 34 0
50 35 0
50 36 0
50 37 0
50 38 0
50 39 1
50 40 2
50 41 0
50 42 0
50 43 0
50 44 1
50 45 0
50 46 0
50 47 0
50 48 0
50 49 0
50 50 0
50 51 0
50 52 0
50 53 0
50 54 0
50 55 3
50 56 0
50 57 1
50 58 2
50 59 1
50 60 0
50 61 0
50 62 0
50 63 1
51 0 0
51 1 0
51 2 0
51 3 0
51 4 0
51 5 0
51 6 0
51 7 0
51 8 0
51 9 0
51 10 2
51 11 1
51 12 0
51 13 2
51 14 0
51 15 2
51 16 0
51 17 0
51 18 0
51 19 0
51 20 1
51 21 0
51 22 0
51 23 0
51 24 0
51 25 0
51 26 0
51 27 2
51 28 0
51 29 0
51 30 0
51 31 0
51 32 3
51 33 0
51 34 1
51 35 0
51 36 0
51 37 0
51 38 0
51 39 0
51 40 0
51 41 0
51 42 0
51 43 0
51 44 0
51 45 0
51 46 4
51 47 0
51 48 1
51 49 1
51 50 2
51 51 0
51 52 0
51 53 0
51 54 0
51 55 0
51 56 1
51 57 0
51 58 0
51 59 0
51 60 1
51 61 0
51 62 0
51 63 0
52 0 0
52 1 0
52 2 1
52 3 0
52 4 0
52 5 0
52 6 0
52 7 0
52 8 0
52 9 0
52 10 0
52 11 0
52 12 0
52 13 0
52 14 0
52 15 0
52 16 0
52 17 0
52 18 0
52 19 4
52 20 0
52 21 0
52 22 0
52 23 1
52 24 4
52 25 0
52 26 0
52 27 0
52 28 0
52 29 0
52 30 1
52 31 1
52 32 0
52 33 0
52 34 2
52 35 0
52 36 0
52 37 0
52 38 0
52 39 0
52 40 3
52 41 0
52 42 0
52 43 0
52 44 0
52 45 0
52 46 0
52 47 0
52 48 0
52 49 0
52 50 0
52 51 0
52 52 0
52 53 4
52 54 4
52 55 0
52 56 0
52 57 1
52 58 2
52 59 0
52 60 0
52 61 0
52 62 0
52 63 0
53 0 0
53 1 0
53 2 0
53 3 0
53 4 0
53 5 1
53 6 0
53 7 3
53 8 0
53 9 0
53 10 4
53 11 1
53 12 2
53 13 0
53 14 0
53 15 0
53 16 0
53 17 4
53 18 0
53 19 0
53 20 0
53 21 0
53 22 0
53 23 1
53 24 4
53 25 0
53 26 2
53 27 2
53 28 0
53 29 0
53 30 0
53 31 0
53 32 0
53 33 0
53 34 0
53 35 0
53 36 0
53 37 0
53 38 0
53 39 0
53 40 0
53 41 0
53 42 0
53 43 2
53 44 0
53 45 0
53 46 0
53 47 0
53 48 0
53 49 1
53 50 4
53 51 0
53 52 0
53 53 0
53 54 0
53 55 0
53 56 0
53 57 3
53 58 0
53 59 2
53 60 0
53 61 0
53 62 4
53 63 0
54 0 0
54 1 0
54 2 1
54 3 0
54 4 0
54 5 0
54 6 0
54 7 2
54 8 0
54 9 0
54 10 0
54 11 0
54 12 0
54 13 0
54 14 0
54 15 0
54 16 0
54 17 0
54 18 0
54 19 0
54 20 1
54 21 0
54 22 0
54 23 0
54 24 0
54 25 0
54 26 0
54 27 0
54 28 2
54 29 0
54 30 0
54 31 0
54 32 0
54 33 0
54 34 0
54 35 2
54 36 1
54 37 0
54 38 0
54 39 4
54 40 0
54 41 0
54 42 0
54 43 1
54 44 0
54 45 0
54 46 1
54 47 0
54 48 0
54 49 2
54 50 0
54 51 0
54 52 0
54 53 3
54 54 0
54 55 0
54 56 4
54 57 0
54 58 0
54 59 0
54 60 0
54 61 0
54 62 0
54 63 0
55 0 0
55 1 0
55 2 1
55 3 0
55 4 1
55 5 1
55 6 0
55 7 0
55 8 0
55 9 0
55 10 0
55 11 0
55 12 0
55 13 0
55 14 0
55 15 0
55 16 0
55 17 1
55 18 0
55 19 3
55 20 1
55 21 0
55 22 0
55 23 0
55 24 1
55 25 0
55 26 0
55 27 1
55 28 0
55 29 1
55 30 0
55 31 0
55 32 0
55 33 2
55 34 0
55 35 4
55 36 0
55 37 1
55 38 0
55 39 0
55 40 0
55 41 0
55 42 0
55 43 0
55 44 0
55 45 1
55 46 0
55 47 0
55 48 0
55 49 1
55 50 1
55 51 0
55 52 0
55 53 0
55 54 2
55 55 0
55 56 0
55 57 0
55 58 0
55 59 1
55 60 4
55 61 0
55 62 4
55 63 1
56 0 0
56 1 0
56 2 0
56 3 2
56 4 0
56 5 0
56 6 0
56 7 0
56 8 1
56 9 4
56 10 3
56 11 0
56 12 0
56 13 0
56 14 0
56 15 0
56 16 0
56 17 2
56 18 0
56 19 0
56 20 0
56 21 0
56 22 0
56 23 1
56 24 0
56 25 0
56 26 0
56 27 0
56 28 0
56 29 0
56 30 0
56 31 0
56 32 0
56 33 2
56 34 0
56 35 0
56 36 0
56 37 0
56 38 0
56 39 0
56 40 1
56 41 1
56 42 0
56 43 0
56 44 0
56 45 0
56 46 0
56 47 0
56 48 0
56 49 0
56 50 2
56 51 0
56 52 0
56 53 0
56 54 1
56 55 0
56 56 0
56 57 0
56 58 2
56 59 0
56 60 0
56 61 0
56 62 3
56 63 4
57 0 1
57 1 0
57 2 0
57 3 1
57 4 0
57 5 0
57 6 3
57 7 0
57 8 0
57 9 0
57 10 0
57 11 0
57 12 0
57 13 0
57 14 0
57 15 0
57 16 0
57 17 0
57 18 0
57 19 1
57 20 0
57 21 0
57 22 0
57 23 0
57 24 2
57 25 0
57 26 0
57 27 2
57 28 0
57 29 0
57 30 1
57 31 0
57 32 1
57 33 4
57 34 0
57 35 0
57 36 0
57 37 0
57 38 0
57 39 2
57 40 0
57 41 2
57 42 0
57 43 0
57 44 0
57 45 0
57 46 0
57 47 0
57 48 0
57 49 0
57 50 0
57 51 0
57 52 0
57 53 0
57 54 0
57 55 0
57 56 4
57 57 0
57 58 0
57 59 0
57 60 0
57 61 0
57 62 0
57 63 0
58 0 2
58 1 0
58 2 0
58 3 0
58 4 4
58 5 0
58 6 0
58 7 0
58 8 0
58 9 0
58 10 0
58 11 0
58 12 0
58 13 0
58 14 0
58 15 1
58 16 2
58 17 1
58 18 2
58 19 0
58 20 2
58 21 0
58 22 0
58 23 0
58 24 1
58 25 2
58 26 0
58 27 1
58 28 1
58 29 0
58 30 0
58 31 0
58 32 0
58 33 0
58 34 0
58 35 0
58 36 0
58 37 4
58 38 0
58 39 0
58 40 0
58 41 0
58 42 0
58 43 2
58 44 0
58 45 2
58 46 0
58 47 0
58 48 0
58 49 0
58 50 1
58 51 0
58 52 0
58 53 0
58 54 0
58 55 0
58 56 0
58 57 0
58 58 0
58 59 0
58 60 0
58 61 0
58 62 3
58 63 4
59 0 3
59 1 2
59 2 0
59 3 0
59 4 0
59 5 0
59 6 0
59 7 2
59 8 0
59 9 0
59 10 2
59 11 0
59 12 2
59 13 0
59 14 0
59 15 0
59 16 4
59 17 0
59 18 0
59 19 1
59 20 2
59 21 0
59 22 1
59 23 0
59 24 2
59 25 0
59 26 0
59 27 0
59 28 0
59 29 0
59 30 1
59 31 2
59 32 0
59 33 0
59 34 0
59 35 0
59 36 2
59 37 2
59 38 2
59 39 0
59 40 0
59 41 0
59 42 2
59 43 0
59 44 0
59 45 0
59 46 2
59 47 0
59 48 0
59 49 0
59 50 0
59 51 1
59 52 0
59 53 1
59 54 1
59 55 0
59 56 0
59 57 3
59 58 1
59 59 0
59 60 1
59 61 0
59 62 0
59 63 0
60 0 0
60 1 3
60 2 0
60 3 2
60 4 0
60 5 0
60 6 1
60 7 0
60 8 1
60 9 0
60 10 2
60 11 0
60 12 2
60 13 0
60 14 4
60 15 0
60 16 2
60 17 2
60 18 0
60 19 0
60 20 4
60 21 1
60 22 0
60 23 2
60 24 0
60 25 0
60 26 0
60 27 0
60 28 0
60 29 0
60 30 0
60 31 0
60 32 0
60 33 0
60 34 1
60 35 1
60 36 0
60 37 0
60 38 0
60 39 0
60 40 0
60 41 0
60 42 0
60 43 0
60 44 0
60 45 0
60 46 1
60 47 0
60 48 0
60 49 0
60 50 0
60 51 2
60 52 3
60 53 0
60 54 3
60 55 0
60 56 0
60 57 0
60 58 0
60 59 0
60 60 0
60 61 0
60 62 0
60 63 0
61 0 4
61 1 0
61 2 0
61 3 0
61 4 2
61 5 0
61 6 2
61 7 0
61 8 0
61 9 1
61 10 0
61 11 1
61 12 0
61 13 0
61 14 0
61 15 2
61 16 2
61 17 0
61 18 0
61 19 2
61 20 0
61 21 1
61 22 0
61 23 2
61 24 0
61 25 0
61 26 1
61 27 0
61 28 0
61 29 0
61 30 0
61 31 0
61 32 0
61 33 0
61 34 0
61 35 0
61 36 0
61 37 0
61 38 0
61 39 0
61 40 0
61 41 0
61 42 0
61 43 0
61 44 2
61 45 0
61 46 0
61 47 0
61 48 2
61 49 0
61 50 0
61 51 0
61 52 0
61 53 0
61 54 0
61 55 0
61 56 0
61 57 1
61 58 0
61 59 0
61 60 2
61 61 0
61 62 1
61 63 0
62 0 2
62 1 0
62 2 0
62 3 0
62 4 0
62 5 0
62 6 1
62 7 1
62 8 2
62 9 2
62 10 2
62 11 0
62 12 0
62 13 1
62 14 0
62 15 0
62 16 0
62 17 2
62 18 0
62 19 0
62 20 3
62 21 0
62 22 0
62 23 0
62 24 2
62 25 0
62 26 0
62 27 0
62 28 0
62 29 2
62 30 0
62 31 1
62 32 0
62 33 0
62 34 1
62 35 0
62 36 0
62 37 2
62 38 2
62 39 2
62 40 0
62 41 4
62 42 0
62 43 2
62 44 0
62 45 2
62 46 4
62 47 2
62 48 0
62 49 0
62 50 2
62 51 0
62 52 1
62 53 3
62 54 0
62 55 2
62 56 0
62 57 0
62 58 0
62 59 0
62 60 0
62 61 0
62 62 0
62 63 0
63 0 1
63 1 1
63 2 0
63 3 0
63 4 0
63 5 0
63 6 0
63 7 0
63 8 0
63 9 2
63 10 2
63 11 0
63 12 0
63 13 0
63 14 0
63 15 0
63 16 0
63 17 0
63 18 0
63 19 0
63 20 0
63 21 2
63 22 0
63 23 0
63 24 1
63 25 2
63 26 0
63 27 0
63 28 0
63 29 0
63 30 0
63 31 0
63 32 0
63 33 0
63 34 0
63 35 0
63 36 0
63 37 0
63 38 0
63 39 2
63 40 2
63 41 0
63 42 0
63 43 2
63 44 0
63 45 2
63 46 4
63 47 0
63 48 0
63 49 0
63 50 0
63 51 0
63 52 4
63 53 1
63 54 0
63 55 0
63 56 0
63 57 4
63 58 0
63 59 0
63 60 0
63 61 2
63 62 0
63 63 0
